title,description,price,true_shop_type
Luxury cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 477.,477,kitchen
Organic cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 470.,470,kitchen
Modern cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 426.,426,kitchen
Luxury cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 284.,284,kitchen
Soft cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 250.,250,kitchen
Traditional cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 470.,470,kitchen
Limited Edition cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 464.,464,kitchen
Festive cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 513.,513,kitchen
Cotton cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 396.,396,kitchen
Organic cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 495.,495,kitchen
Modern cutting board,High-quality cutting board suited for everyday and festive use. Price: BDT 369.,369,kitchen
Warm measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 636.,636,kitchen
Silk measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 352.,352,kitchen
Organic measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 348.,348,kitchen
Exclusive measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 328.,328,kitchen
Elegant measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 360.,360,kitchen
Premium measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 305.,305,kitchen
Luxury measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 608.,608,kitchen
Embroidered measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 423.,423,kitchen
Bestseller measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 423.,423,kitchen
Embroidered measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 307.,307,kitchen
Handmade measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 482.,482,kitchen
Branded measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 549.,549,kitchen
Exclusive measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 622.,622,kitchen
Festive measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 376.,376,kitchen
Modern measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 474.,474,kitchen
Everyday measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 436.,436,kitchen
Exclusive measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 331.,331,kitchen
Modern measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 553.,553,kitchen
Elegant measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 395.,395,kitchen
Designer measuring cups set,High-quality measuring cups set suited for everyday and festive use. Price: BDT 552.,552,kitchen
Casual chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1357.,1357,kitchen
Handmade chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 922.,922,kitchen
Fresh chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1059.,1059,kitchen
Warm chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1204.,1204,kitchen
Limited Edition chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1295.,1295,kitchen
Traditional chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 627.,627,kitchen
Exclusive chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 675.,675,kitchen
Soft chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 868.,868,kitchen
Organic chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 604.,604,kitchen
Exclusive chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1443.,1443,kitchen
Elegant chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1073.,1073,kitchen
Traditional chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 963.,963,kitchen
Everyday chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 645.,645,kitchen
Luxury chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 720.,720,kitchen
Bestseller chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1070.,1070,kitchen
Traditional chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1224.,1224,kitchen
Everyday chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 884.,884,kitchen
Bestseller chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 709.,709,kitchen
Warm chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 614.,614,kitchen
Elegant chopping knife set,High-quality chopping knife set suited for everyday and festive use. Price: BDT 1357.,1357,kitchen
Handmade water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1002.,1002,kitchen
Limited Edition water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1892.,1892,kitchen
Elegant water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1980.,1980,kitchen
Imported water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1123.,1123,kitchen
Luxury water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1875.,1875,kitchen
Elegant water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1491.,1491,kitchen
Lightweight water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 2097.,2097,kitchen
Lightweight water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1123.,1123,kitchen
Bestseller water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1248.,1248,kitchen
Traditional water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1840.,1840,kitchen
Organic water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 2058.,2058,kitchen
Premium water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1004.,1004,kitchen
Warm water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 880.,880,kitchen
Imported water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1277.,1277,kitchen
Elegant water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1586.,1586,kitchen
Branded water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1327.,1327,kitchen
Handmade water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1461.,1461,kitchen
Exclusive water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1227.,1227,kitchen
Premium water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1900.,1900,kitchen
Luxury water filter pitcher,High-quality water filter pitcher suited for everyday and festive use. Price: BDT 1543.,1543,kitchen
Traditional glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 769.,769,kitchen
Limited Edition glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 508.,508,kitchen
Cotton glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 835.,835,kitchen
Silk glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 550.,550,kitchen
Modern glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 698.,698,kitchen
Organic glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 753.,753,kitchen
Luxury glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 999.,999,kitchen
Warm glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 536.,536,kitchen
Modern glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 693.,693,kitchen
Elegant glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 1120.,1120,kitchen
Imported glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 612.,612,kitchen
Imported glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 744.,744,kitchen
Bestseller glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 907.,907,kitchen
Handmade glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 739.,739,kitchen
Embroidered glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 526.,526,kitchen
Embroidered glass jar set,High-quality glass jar set suited for everyday and festive use. Price: BDT 1006.,1006,kitchen
